,은행코드,은행명,bank_code_labeled
2143,004,국민은행,25
2144,032,부산은행,4
2145,B03,남양저축은행,35
2146,004,국민은행,25
2147,004,국민은행,25
2148,004,국민은행,25
2149,004,국민은행,25
2150,004,국민은행,25
2151,004,국민은행,25
2152,004,국민은행,25
2153,004,국민은행,25
2154,004,국민은행,25
2155,004,국민은행,25
2156,004,국민은행,25
2157,004,국민은행,25
2158,004,국민은행,25
2159,004,국민은행,25
2160,004,국민은행,25
2161,004,국민은행,25
2162,004,국민은행,25
2163,004,국민은행,25
2164,004,국민은행,25
2165,004,국민은행,25
2166,004,국민은행,25
2167,004,국민은행,25
2168,004,국민은행,25
2169,004,국민은행,25
2170,004,국민은행,25
2171,032,부산은행,4
2172,B03,남양저축은행,35
2173,B03,남양저축은행,35
2174,B03,남양저축은행,35
2175,B03,남양저축은행,35
2176,D02,대백저축은행,18
2177,032,부산은행,4
2178,032,부산은행,4
2179,B03,남양저축은행,35
2180,B03,남양저축은행,35
2181,B03,남양저축은행,35
2182,B03,남양저축은행,35
2183,032,부산은행,4
2184,B03,남양저축은행,35
2185,B03,남양저축은행,35
2186,B03,남양저축은행,35
2187,B03,남양저축은행,35
2188,B03,남양저축은행,35
2189,B03,남양저축은행,35
2190,032,부산은행,4
2191,B03,남양저축은행,35
2192,B03,남양저축은행,35
2193,B03,남양저축은행,35
2194,B03,남양저축은행,35
2195,B03,남양저축은행,35
2196,B03,남양저축은행,35
2197,D02,대백저축은행,18
2198,032,부산은행,4
2199,B03,남양저축은행,35
2200,B03,남양저축은행,35
2201,B03,남양저축은행,35
2202,B03,남양저축은행,35
2203,032,부산은행,4
2204,B03,남양저축은행,35
2205,B03,남양저축은행,35
2206,B03,남양저축은행,35
2207,B03,남양저축은행,35
2208,B03,남양저축은행,35
2209,B03,남양저축은행,35
2210,B03,남양저축은행,35
2211,B03,남양저축은행,35
2212,B03,남양저축은행,35
2213,B03,남양저축은행,35
2214,B03,남양저축은행,35
2215,B03,남양저축은행,35
2216,B03,남양저축은행,35
2217,B04,모아저축은행,48
2218,B04,모아저축은행,48
2219,B04,모아저축은행,48
2220,B04,모아저축은행,48
2221,B04,모아저축은행,48
2222,B04,모아저축은행,48
2223,B04,모아저축은행,48
2224,B04,모아저축은행,48
2225,B04,모아저축은행,48
2226,B04,모아저축은행,48
2227,B04,모아저축은행,48
2228,B04,모아저축은행,48
2229,B04,모아저축은행,48
2230,B04,모아저축은행,48
2231,B04,모아저축은행,48
2232,D05,드림저축은행,17
2233,032,부산은행,4
2234,B04,모아저축은행,48
2235,B04,모아저축은행,48
2236,B04,모아저축은행,48
2237,B04,모아저축은행,48
2238,088,신한은행,9
2239,003,기업은행,19
2240,032,부산은행,4
2241,B04,모아저축은행,48
2242,B04,모아저축은행,48
2243,B04,모아저축은행,48
2244,Z03,카카오뱅크,21
2245,A06,OSB저축은행,23
2246,A07,SBI저축은행,44
2247,Z03,카카오뱅크,21
2248,Z03,카카오뱅크,21
2249,Z03,카카오뱅크,21
2250,Z03,카카오뱅크,21
2251,088,신한은행,9
2252,020,우리은행,16
2253,A10,민국저축은행,30
2254,A10,민국저축은행,30
2255,A17,웰컴저축은행,0
2256,A10,민국저축은행,30
2257,A10,민국저축은행,30
2258,A10,민국저축은행,30
2259,A10,민국저축은행,30
2260,A10,민국저축은행,30
2261,A10,민국저축은행,30
2262,A10,민국저축은행,30
2263,A10,민국저축은행,30
2264,B01,JT저축은행,31
2265,B01,JT저축은행,31
2266,B01,JT저축은행,31
2267,B01,JT저축은행,31
2268,B01,JT저축은행,31
2269,B02,금화저축은행,34
2270,B01,JT저축은행,31
2271,B01,JT저축은행,31
2272,B01,JT저축은행,31
2273,B01,JT저축은행,31
2274,B01,JT저축은행,31
2275,B02,금화저축은행,34
2276,B02,금화저축은행,34
2277,B02,금화저축은행,34
2278,B02,금화저축은행,34
2279,B02,금화저축은행,34
2280,B02,금화저축은행,34
2281,B02,금화저축은행,34
2282,B02,금화저축은행,34
2283,B02,금화저축은행,34
2284,B02,금화저축은행,34
2285,B02,금화저축은행,34
2286,B02,금화저축은행,34
2287,B02,금화저축은행,34
2288,B02,금화저축은행,34
2289,B02,금화저축은행,34
2290,B02,금화저축은행,34
2291,007,수협은행,1
2292,B02,금화저축은행,34
2293,B02,금화저축은행,34
2294,B03,남양저축은행,35
2295,007,수협은행,1
2296,B04,모아저축은행,48
2297,B04,모아저축은행,48
2298,A17,웰컴저축은행,0
2299,A17,웰컴저축은행,0
2300,B05,부림저축은행,36
2301,B04,모아저축은행,48
2302,B05,부림저축은행,36
2303,B05,부림저축은행,36
2304,B05,부림저축은행,36
2305,B05,부림저축은행,36
2306,B05,부림저축은행,36
2307,B05,부림저축은행,36
2308,B05,부림저축은행,36
2309,B05,부림저축은행,36
2310,B05,부림저축은행,36
2311,B05,부림저축은행,36
2312,B05,부림저축은행,36
2313,B05,부림저축은행,36
2314,B05,부림저축은행,36
2315,B05,부림저축은행,36
2316,B05,부림저축은행,36
2317,B05,부림저축은행,36
2318,B05,부림저축은행,36
2319,B05,부림저축은행,36
2320,B05,부림저축은행,36
2321,B05,부림저축은행,36
2322,B05,부림저축은행,36
2323,B05,부림저축은행,36
2324,B05,부림저축은행,36
2325,B05,부림저축은행,36
2326,B05,부림저축은행,36
2327,B05,부림저축은행,36
2328,B05,부림저축은행,36
2329,B05,부림저축은행,36
2330,B05,부림저축은행,36
2331,B05,부림저축은행,36
2332,B05,부림저축은행,36
2333,B05,부림저축은행,36
2334,B05,부림저축은행,36
2335,071,우체국,37
2336,003,기업은행,19
2337,B05,부림저축은행,36
2338,B05,부림저축은행,36
2339,003,기업은행,19
2340,003,기업은행,19
2341,003,기업은행,19
2342,003,기업은행,19
2343,003,기업은행,19
2344,003,기업은행,19
2345,003,기업은행,19
2346,003,기업은행,19
2347,003,기업은행,19
2348,003,기업은행,19
2349,003,기업은행,19
2350,003,기업은행,19
2351,003,기업은행,19
2352,003,기업은행,19
2353,003,기업은행,19
2354,003,기업은행,19
2355,003,기업은행,19
2356,003,기업은행,19
2357,003,기업은행,19
2358,003,기업은행,19
2359,003,기업은행,19
2360,003,기업은행,19
2361,003,기업은행,19
2362,003,기업은행,19
2363,003,기업은행,19
2364,003,기업은행,19
2365,003,기업은행,19
2366,003,기업은행,19
2367,003,기업은행,19
2368,003,기업은행,19
2369,003,기업은행,19
2370,003,기업은행,19
2371,003,기업은행,19
2372,003,기업은행,19
2373,003,기업은행,19
2374,003,기업은행,19
2375,003,기업은행,19
2376,003,기업은행,19
2377,003,기업은행,19
2378,003,기업은행,19
2379,003,기업은행,19
2380,003,기업은행,19
2381,003,기업은행,19
2382,003,기업은행,19
2383,003,기업은행,19
2384,003,기업은행,19
2385,003,기업은행,19
2386,003,기업은행,19
2387,003,기업은행,19
2388,003,기업은행,19
2389,003,기업은행,19
2390,003,기업은행,19
2391,003,기업은행,19
2392,003,기업은행,19
2393,003,기업은행,19
2394,003,기업은행,19
2395,003,기업은행,19
2396,003,기업은행,19
2397,003,기업은행,19
2398,003,기업은행,19
2399,003,기업은행,19
2400,003,기업은행,19
2401,003,기업은행,19
2402,003,기업은행,19
2403,003,기업은행,19
2404,003,기업은행,19
2405,003,기업은행,19
2406,003,기업은행,19
2407,003,기업은행,19
2408,003,기업은행,19
2409,003,기업은행,19
2410,003,기업은행,19
2411,003,기업은행,19
2412,003,기업은행,19
2413,003,기업은행,19
2414,003,기업은행,19
2415,003,기업은행,19
2416,003,기업은행,19
2417,011,농협은행,10
2418,003,기업은행,19
2419,003,기업은행,19
2420,003,기업은행,19
2421,003,기업은행,19
2422,003,기업은행,19
2423,003,기업은행,19
2424,003,기업은행,19
2425,003,기업은행,19
2426,003,기업은행,19
2427,003,기업은행,19
2428,003,기업은행,19
2429,003,기업은행,19
2430,003,기업은행,19
2431,003,기업은행,19
2432,003,기업은행,19
2433,003,기업은행,19
2434,003,기업은행,19
2435,003,기업은행,19
2436,003,기업은행,19
2437,003,기업은행,19
2438,003,기업은행,19
2439,003,기업은행,19
2440,003,기업은행,19
2441,071,우체국,37
2442,003,기업은행,19
2443,003,기업은행,19
2444,003,기업은행,19
2445,003,기업은행,19
2446,003,기업은행,19
2447,003,기업은행,19
2448,003,기업은행,19
2449,003,기업은행,19
2450,003,기업은행,19
2451,071,우체국,37
2452,003,기업은행,19
2453,003,기업은행,19
2454,003,기업은행,19
2455,003,기업은행,19
2456,003,기업은행,19
2457,003,기업은행,19
2458,003,기업은행,19
2459,F01,대명저축은행,49
2460,003,기업은행,19
2461,003,기업은행,19
2462,071,우체국,37
2463,071,우체국,37
2464,071,우체국,37
2465,071,우체국,37
2466,071,우체국,37
2467,071,우체국,37
2468,071,우체국,37
2469,071,우체국,37
2470,071,우체국,37
2471,071,우체국,37
2472,071,우체국,37
2473,071,우체국,37
2474,071,우체국,37
2475,071,우체국,37
2476,071,우체국,37
2477,071,우체국,37
2478,071,우체국,37
2479,071,우체국,37
2480,071,우체국,37
2481,071,우체국,37
2482,071,우체국,37
2483,071,우체국,37
2484,071,우체국,37
2485,071,우체국,37
2486,A17,웰컴저축은행,0
2487,A17,웰컴저축은행,0
2488,088,신한은행,9
2489,071,우체국,37
2490,A17,웰컴저축은행,0
2491,071,우체국,37
2492,071,우체국,37
2493,071,우체국,37
2494,071,우체국,37
2495,071,우체국,37
2496,071,우체국,37
2497,071,우체국,37
2498,A17,웰컴저축은행,0
2499,A17,웰컴저축은행,0
2500,A17,웰컴저축은행,0
2501,A22,푸른저축,38
2502,A17,웰컴저축은행,0
2503,A17,웰컴저축은행,0
2504,A17,웰컴저축은행,0
2505,A17,웰컴저축은행,0
2506,F05,오투저축은행,32
2507,A17,웰컴저축은행,0
2508,A17,웰컴저축은행,0
2509,A17,웰컴저축은행,0
2510,A17,웰컴저축은행,0
2511,A22,푸른저축,38
2512,A17,웰컴저축은행,0
2513,A17,웰컴저축은행,0
2514,A17,웰컴저축은행,0
2515,A17,웰컴저축은행,0
2516,032,부산은행,4
2517,A17,웰컴저축은행,0
2518,A17,웰컴저축은행,0
2519,A17,웰컴저축은행,0
2520,F05,오투저축은행,32
2521,Z03,카카오뱅크,21
2522,A17,웰컴저축은행,0
2523,A17,웰컴저축은행,0
2524,A17,웰컴저축은행,0
2525,A17,웰컴저축은행,0
2526,A17,웰컴저축은행,0
2527,A17,웰컴저축은행,0
2528,A17,웰컴저축은행,0
2529,A17,웰컴저축은행,0
2530,A17,웰컴저축은행,0
2531,A22,푸른저축,38
2532,A17,웰컴저축은행,0
2533,A17,웰컴저축은행,0
2534,A17,웰컴저축은행,0
2535,F05,오투저축은행,32
2536,F05,오투저축은행,32
2537,A17,웰컴저축은행,0
2538,A22,푸른저축,38
2539,F05,오투저축은행,32
2540,A17,웰컴저축은행,0
2541,A23,하나저축,7
2542,F02,상상인플러스저축은행,33
2543,A23,하나저축,7
2544,A17,웰컴저축은행,0
2545,A17,웰컴저축은행,0
2546,A17,웰컴저축은행,0
2547,A17,웰컴저축은행,0
2548,A17,웰컴저축은행,0
2549,A17,웰컴저축은행,0
2550,A17,웰컴저축은행,0
2551,A17,웰컴저축은행,0
2552,A17,웰컴저축은행,0
2553,F01,대명저축은행,49
2554,A17,웰컴저축은행,0
2555,A17,웰컴저축은행,0
2556,A17,웰컴저축은행,0
2557,F01,대명저축은행,49
2558,A17,웰컴저축은행,0
2559,A17,웰컴저축은행,0
2560,A22,푸른저축,38
2561,A17,웰컴저축은행,0
2562,A17,웰컴저축은행,0
2563,A17,웰컴저축은행,0
2564,A17,웰컴저축은행,0
2565,A17,웰컴저축은행,0
2566,A17,웰컴저축은행,0
2567,A17,웰컴저축은행,0
2568,A17,웰컴저축은행,0
2569,A17,웰컴저축은행,0
2570,E05,센트럴저축은행,22
2571,007,수협은행,1
2572,D05,드림저축은행,17
2573,D05,드림저축은행,17
2574,D05,드림저축은행,17
2575,A17,웰컴저축은행,0
2576,A17,웰컴저축은행,0
2577,D05,드림저축은행,17
2578,Z03,카카오뱅크,21
2579,A17,웰컴저축은행,0
2580,004,국민은행,25
2581,A17,웰컴저축은행,0
2582,A17,웰컴저축은행,0
2583,A17,웰컴저축은행,0
2584,A17,웰컴저축은행,0
2585,A17,웰컴저축은행,0
2586,F05,오투저축은행,32
2587,A17,웰컴저축은행,0
2588,A17,웰컴저축은행,0
2589,A22,푸른저축,38
2590,A22,푸른저축,38
2591,A22,푸른저축,38
2592,F05,오투저축은행,32
2593,A23,하나저축,7
2594,A23,하나저축,7
2595,F01,대명저축은행,49
2596,A23,하나저축,7
2597,A23,하나저축,7
2598,A23,하나저축,7
2599,A23,하나저축,7
2600,004,국민은행,25
2601,A23,하나저축,7
2602,F05,오투저축은행,32
2603,A23,하나저축,7
2604,F01,대명저축은행,49
2605,A23,하나저축,7
2606,A23,하나저축,7
2607,A23,하나저축,7
2608,A23,하나저축,7
2609,A23,하나저축,7
2610,A23,하나저축,7
2611,A23,하나저축,7
2612,A23,하나저축,7
2613,A23,하나저축,7
2614,A23,하나저축,7
2615,A23,하나저축,7
2616,A23,하나저축,7
2617,A23,하나저축,7
2618,A23,하나저축,7
2619,A23,하나저축,7
2620,F01,대명저축은행,49
2621,F01,대명저축은행,49
2622,F01,대명저축은행,49
2623,007,수협은행,1
2624,F01,대명저축은행,49
2625,F01,대명저축은행,49
2626,F01,대명저축은행,49
2627,F01,대명저축은행,49
2628,003,기업은행,19
2629,F01,대명저축은행,49
2630,F01,대명저축은행,49
2631,F01,대명저축은행,49
2632,F01,대명저축은행,49
2633,F01,대명저축은행,49
2634,F01,대명저축은행,49
2635,F01,대명저축은행,49
2636,F01,대명저축은행,49
2637,F01,대명저축은행,49
2638,F01,대명저축은행,49
2639,F01,대명저축은행,49
2640,F01,대명저축은행,49
2641,F01,대명저축은행,49
2642,F01,대명저축은행,49
2643,F01,대명저축은행,49
2644,F01,대명저축은행,49
2645,F01,대명저축은행,49
2646,F01,대명저축은행,49
2647,F01,대명저축은행,49
2648,032,부산은행,4
2649,F01,대명저축은행,49
2650,F01,대명저축은행,49
2651,F01,대명저축은행,49
2652,F01,대명저축은행,49
2653,F01,대명저축은행,49
2654,F02,상상인플러스저축은행,33
2655,F02,상상인플러스저축은행,33
2656,F02,상상인플러스저축은행,33
2657,F02,상상인플러스저축은행,33
2658,D05,드림저축은행,17
2659,F02,상상인플러스저축은행,33
2660,E04,삼호저축은행,26
2661,F05,오투저축은행,32
2662,007,수협은행,1
2663,F02,상상인플러스저축은행,33
2664,F02,상상인플러스저축은행,33
2665,F05,오투저축은행,32
2666,F02,상상인플러스저축은행,33
2667,F02,상상인플러스저축은행,33
2668,F02,상상인플러스저축은행,33
2669,F02,상상인플러스저축은행,33
2670,F02,상상인플러스저축은행,33
2671,F02,상상인플러스저축은행,33
2672,F02,상상인플러스저축은행,33
2673,F05,오투저축은행,32
2674,F02,상상인플러스저축은행,33
2675,F02,상상인플러스저축은행,33
2676,F02,상상인플러스저축은행,33
2677,F02,상상인플러스저축은행,33
2678,F05,오투저축은행,32
2679,039,경남은행,5
2680,F05,오투저축은행,32
2681,F05,오투저축은행,32
2682,F05,오투저축은행,32
2683,007,수협은행,1
2684,F05,오투저축은행,32
2685,F05,오투저축은행,32
2686,F05,오투저축은행,32
2687,F05,오투저축은행,32
2688,F05,오투저축은행,32
2689,F05,오투저축은행,32
2690,F05,오투저축은행,32
2691,F05,오투저축은행,32
2692,003,기업은행,19
2693,Z03,카카오뱅크,21
2694,007,수협은행,1
2695,007,수협은행,1
2696,088,신한은행,9
2697,007,수협은행,1
2698,007,수협은행,1
2699,007,수협은행,1
2700,007,수협은행,1
2701,003,기업은행,19
2702,003,기업은행,19
2703,003,기업은행,19
2704,007,수협은행,1
2705,007,수협은행,1
2706,007,수협은행,1
2707,D07,머스트삼일저축은행,8
2708,007,수협은행,1
2709,D05,드림저축은행,17
2710,007,수협은행,1
2711,004,국민은행,25
2712,007,수협은행,1
2713,088,신한은행,9
2714,D05,드림저축은행,17
2715,088,신한은행,9
2716,039,경남은행,5
2717,004,국민은행,25
2718,039,경남은행,5
2719,039,경남은행,5
2720,037,전북은행,27
2721,007,수협은행,1
2722,007,수협은행,1
2723,037,전북은행,27
2724,F05,오투저축은행,32
2725,007,수협은행,1
2726,D07,머스트삼일저축은행,8
2727,D05,드림저축은행,17
2728,D05,드림저축은행,17
2729,088,신한은행,9
2730,D07,머스트삼일저축은행,8
2731,037,전북은행,27
2732,011,농협은행,10
2733,088,신한은행,9
2734,A03,KB저축은행,24
2735,A05,OK저축은행,6
2736,088,신한은행,9
2737,F01,대명저축은행,49
2738,E01,대한저축은행,41
2739,E01,대한저축은행,41
2740,E03,동양저축은행,43
2741,020,우리은행,16
2742,088,신한은행,9
2743,004,국민은행,25
2744,004,국민은행,25
2745,F01,대명저축은행,49
2746,F05,오투저축은행,32
2747,003,기업은행,19
2748,003,기업은행,19
2749,A22,푸른저축,38
2750,F05,오투저축은행,32
2751,A23,하나저축,7
2752,088,신한은행,9
2753,F02,상상인플러스저축은행,33
2754,F01,대명저축은행,49
2755,F01,대명저축은행,49
2756,007,수협은행,1
2757,F05,오투저축은행,32
2758,088,신한은행,9
2759,088,신한은행,9
2760,004,국민은행,25
2761,A15,애큐온저축은행,14
2762,A14,신한저축은행,15
2763,032,부산은행,4
2764,032,부산은행,4
2765,004,국민은행,25
2766,004,국민은행,25
2767,032,부산은행,4
2768,032,부산은행,4
2769,032,부산은행,4
2770,003,기업은행,19
2771,003,기업은행,19
2772,003,기업은행,19
2773,003,기업은행,19
2774,071,우체국,37
2775,A17,웰컴저축은행,0
2776,037,전북은행,27
2777,F05,오투저축은행,32
2778,Z03,카카오뱅크,21
2779,Z03,카카오뱅크,21
